,ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
131,confirm_o-990066,2023-05-02 09:45:31+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
132,confirm_o-990067,2023-05-02 10:28:45+00:00,confirm order,Celtica Green Farms Oy,,,,customers
133,confirm_o-990068,2023-05-02 11:23:12+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
134,place_o-990069,2023-05-02 11:40:44+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
135,place_o-990070,2023-05-02 13:39:33+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
136,confirm_o-990069,2023-05-02 14:49:33+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
137,confirm_o-990070,2023-05-02 15:21:16+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
138,place_o-990071,2023-05-02 15:37:12+00:00,place order,Riviera Robotics SAS,,,,customers
139,place_o-990072,2023-05-02 17:32:29+00:00,place order,Balkan Minerals d.o.o.,,,,customers
140,place_o-990073,2023-05-02 19:23:04+00:00,place order,Iberian Sun Solaridades SA,,,,customers
141,confirm_o-990062,2023-05-02 19:23:34+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
142,place_o-990074,2023-05-02 22:22:19+00:00,place order,Balkan Minerals d.o.o.,,,,customers
143,place_o-990075,2023-05-03 08:32:50+00:00,place order,Balkan Minerals d.o.o.,,,,customers
144,confirm_o-990074,2023-05-03 09:08:02+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
145,confirm_o-990075,2023-05-03 09:59:40+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
146,confirm_o-990071,2023-05-03 10:30:33+00:00,confirm order,Riviera Robotics SAS,,,,customers
147,place_o-990076,2023-05-03 10:37:20+00:00,place order,AlpenTech Innovations AG,,,,customers
148,confirm_o-990076,2023-05-03 10:46:28+00:00,confirm order,AlpenTech Innovations AG,,,,customers
149,place_o-990077,2023-05-03 12:32:46+00:00,place order,Carpathian Financial Services plc,,,,customers
150,confirm_o-990072,2023-05-03 13:06:23+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
151,confirm_o-990073,2023-05-03 13:39:23+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
152,confirm_o-990077,2023-05-03 13:45:26+00:00,confirm order,Carpathian Financial Services plc,,,,customers
153,place_o-990078,2023-05-03 14:23:38+00:00,place order,Nordica Systems GmbH,,,,customers
154,confirm_o-990065,2023-05-03 14:51:29+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
155,place_o-990079,2023-05-03 16:05:21+00:00,place order,Celtica Green Farms Oy,,,,customers
156,confirm_o-990079,2023-05-03 16:22:06+00:00,confirm order,Celtica Green Farms Oy,,,,customers
157,place_o-990080,2023-05-03 17:28:48+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
158,confirm_o-990078,2023-05-03 18:29:39+00:00,confirm order,Nordica Systems GmbH,,,,customers
159,place_o-990081,2023-05-03 19:15:41+00:00,place order,Danube Pharmaceuticals BV,,,,customers
160,place_o-990082,2023-05-03 22:07:34+00:00,place order,Nordica Systems GmbH,,,,customers
161,place_o-990083,2023-05-04 07:46:20+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
162,confirm_o-990080,2023-05-04 09:21:14+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
163,place_o-990084,2023-05-04 10:33:04+00:00,place order,Riviera Robotics SAS,,,,customers
164,place_o-990085,2023-05-04 12:24:13+00:00,place order,Celtica Green Farms Oy,,,,customers
165,confirm_o-990083,2023-05-04 12:42:22+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
166,confirm_o-990084,2023-05-04 13:44:12+00:00,confirm order,Riviera Robotics SAS,,,,customers
167,place_o-990086,2023-05-04 14:06:32+00:00,place order,Celtica Green Farms Oy,,,,customers
168,confirm_o-990081,2023-05-04 15:01:59+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
169,confirm_o-990082,2023-05-04 15:24:53+00:00,confirm order,Nordica Systems GmbH,,,,customers
170,place_o-990087,2023-05-04 15:31:10+00:00,place order,Danube Pharmaceuticals BV,,,,customers
171,confirm_o-990085,2023-05-04 16:07:47+00:00,confirm order,Celtica Green Farms Oy,,,,customers
172,place_o-990088,2023-05-04 17:20:25+00:00,place order,Iberian Sun Solaridades SA,,,,customers
173,confirm_o-990086,2023-05-04 18:02:00+00:00,confirm order,Celtica Green Farms Oy,,,,customers
174,place_o-990089,2023-05-04 18:58:56+00:00,place order,Balkan Minerals d.o.o.,,,,customers
175,place_o-990090,2023-05-04 22:32:59+00:00,place order,Iberian Sun Solaridades SA,,,,customers
176,place_o-990091,2023-05-05 08:54:09+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
177,confirm_o-990091,2023-05-05 10:06:50+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
178,confirm_o-990089,2023-05-05 10:22:53+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
179,place_o-990092,2023-05-05 11:09:20+00:00,place order,Iberian Sun Solaridades SA,,,,customers
180,place_o-990093,2023-05-05 12:36:45+00:00,place order,SwissPeak Timepieces AG,,,,customers
181,place_o-990094,2023-05-05 14:31:36+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
182,confirm_o-990090,2023-05-05 15:28:42+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
183,confirm_o-990094,2023-05-05 16:02:54+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
184,place_o-990095,2023-05-05 16:21:18+00:00,place order,Balkan Minerals d.o.o.,,,,customers
185,confirm_o-990095,2023-05-05 16:35:31+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
186,place_o-990096,2023-05-05 18:00:41+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
187,place_o-990097,2023-05-05 19:38:14+00:00,place order,Celtica Green Farms Oy,,,,customers
188,place_o-990098,2023-05-05 22:52:40+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
189,place_o-990099,2023-05-06 20:05:12+00:00,place order,Balkan Minerals d.o.o.,,,,customers
190,place_o-990100,2023-05-07 19:24:17+00:00,place order,Danube Pharmaceuticals BV,,,,customers
191,confirm_o-990099,2023-05-08 08:24:37+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
192,place_o-990101,2023-05-08 09:01:42+00:00,place order,Balkan Minerals d.o.o.,,,,customers
193,confirm_o-990087,2023-05-08 09:32:48+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
194,place_o-990102,2023-05-08 10:21:30+00:00,place order,Celtica Green Farms Oy,,,,customers
195,confirm_o-990093,2023-05-08 10:29:11+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
196,confirm_o-990092,2023-05-08 10:31:12+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
197,confirm_o-990097,2023-05-08 10:40:02+00:00,confirm order,Celtica Green Farms Oy,,,,customers
198,confirm_o-990098,2023-05-08 11:57:01+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
199,place_o-990103,2023-05-08 12:01:05+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
200,confirm_o-990100,2023-05-08 12:16:47+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
201,confirm_o-990101,2023-05-08 12:24:31+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
202,place_o-990104,2023-05-08 13:20:16+00:00,place order,AlpenTech Innovations AG,,,,customers
203,confirm_o-990088,2023-05-08 13:44:21+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
204,place_o-990105,2023-05-08 14:58:38+00:00,place order,Celtica Green Farms Oy,,,,customers
205,confirm_o-990103,2023-05-08 15:20:17+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
206,place_o-990106,2023-05-08 17:15:21+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
207,place_o-990107,2023-05-08 18:48:48+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
208,place_o-990108,2023-05-08 22:02:35+00:00,place order,Balkan Minerals d.o.o.,,,,customers
209,place_o-990109,2023-05-09 07:16:27+00:00,place order,Nordica Systems GmbH,,,,customers
210,place_o-990110,2023-05-09 10:00:11+00:00,place order,SwissPeak Timepieces AG,,,,customers
211,confirm_o-990106,2023-05-09 10:13:28+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
212,confirm_o-990108,2023-05-09 10:21:45+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
213,confirm_o-990102,2023-05-09 10:36:58+00:00,confirm order,Celtica Green Farms Oy,,,,customers
214,place_o-990111,2023-05-09 11:18:28+00:00,place order,Baltic Wave Energies Ltd.,,,,customers
215,confirm_o-990110,2023-05-09 11:42:46+00:00,confirm order,SwissPeak Timepieces AG,,,,customers
216,place_o-990112,2023-05-09 12:55:01+00:00,place order,Riviera Robotics SAS,,,,customers
217,confirm_o-990096,2023-05-09 14:20:13+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
218,confirm_o-990111,2023-05-09 15:06:45+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
219,place_o-990113,2023-05-09 15:08:08+00:00,place order,Balkan Minerals d.o.o.,,,,customers
220,confirm_o-990105,2023-05-09 15:30:39+00:00,confirm order,Celtica Green Farms Oy,,,,customers
221,confirm_o-990107,2023-05-09 16:06:19+00:00,confirm order,Baltic Wave Energies Ltd.,,,,customers
222,place_o-990114,2023-05-09 16:34:22+00:00,place order,Golden Fleece Textiles S.A.R.L.,,,,customers
223,place_o-990115,2023-05-09 18:26:49+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
224,place_o-990116,2023-05-09 20:56:38+00:00,place order,Iberian Sun Solaridades SA,,,,customers
225,place_o-990117,2023-05-10 02:40:45+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
226,place_o-990118,2023-05-10 09:56:55+00:00,place order,Iberian Sun Solaridades SA,,,,customers
227,confirm_o-990112,2023-05-10 10:22:10+00:00,confirm order,Riviera Robotics SAS,,,,customers
228,confirm_o-990104,2023-05-10 11:26:39+00:00,confirm order,AlpenTech Innovations AG,,,,customers
229,confirm_o-990115,2023-05-10 11:58:49+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
230,place_o-990119,2023-05-10 12:11:56+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
231,confirm_o-990119,2023-05-10 13:31:22+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
232,place_o-990120,2023-05-10 13:41:57+00:00,place order,Balkan Minerals d.o.o.,,,,customers
233,confirm_o-990109,2023-05-10 14:32:30+00:00,confirm order,Nordica Systems GmbH,,,,customers
234,confirm_o-990114,2023-05-10 15:02:17+00:00,confirm order,Golden Fleece Textiles S.A.R.L.,,,,customers
235,place_o-990121,2023-05-10 15:42:00+00:00,place order,Pantheon Art Gallery Kft.,,,,customers
236,place_o-990122,2023-05-10 17:42:06+00:00,place order,Balkan Minerals d.o.o.,,,,customers
237,confirm_o-990121,2023-05-10 18:29:10+00:00,confirm order,Pantheon Art Gallery Kft.,,,,customers
238,confirm_o-990116,2023-05-10 19:39:01+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
239,place_o-990123,2023-05-10 19:42:29+00:00,place order,Mediterranea Luxury Cruises S.p.A.,,,,customers
240,confirm_o-990120,2023-05-10 21:41:45+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
241,place_o-990124,2023-05-10 23:01:09+00:00,place order,Celtica Green Farms Oy,,,,customers
242,confirm_o-990113,2023-05-11 08:37:09+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
243,place_o-990125,2023-05-11 08:49:34+00:00,place order,Iberian Sun Solaridades SA,,,,customers
244,confirm_o-990123,2023-05-11 10:53:24+00:00,confirm order,Mediterranea Luxury Cruises S.p.A.,,,,customers
245,confirm_o-990122,2023-05-11 10:56:13+00:00,confirm order,Balkan Minerals d.o.o.,,,,customers
246,place_o-990126,2023-05-11 11:02:27+00:00,place order,Iberian Sun Solaridades SA,,,,customers
247,confirm_o-990117,2023-05-11 11:26:20+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
248,confirm_o-990124,2023-05-11 11:58:44+00:00,confirm order,Celtica Green Farms Oy,,,,customers
249,place_o-990127,2023-05-11 12:22:59+00:00,place order,Danube Pharmaceuticals BV,,,,customers
250,confirm_o-990125,2023-05-11 12:42:01+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
251,place_o-990128,2023-05-11 14:04:04+00:00,place order,Danube Pharmaceuticals BV,,,,customers
252,confirm_o-990126,2023-05-11 14:16:53+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
253,confirm_o-990127,2023-05-11 14:31:37+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
254,confirm_o-990128,2023-05-11 14:51:25+00:00,confirm order,Danube Pharmaceuticals BV,,,,customers
255,place_o-990129,2023-05-11 15:26:14+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
256,confirm_o-990129,2023-05-11 15:35:09+00:00,confirm order,Eastern Oak Insurance Zrt.,,,,customers
257,place_o-990130,2023-05-11 17:10:33+00:00,place order,Celtica Green Farms Oy,,,,customers
258,confirm_o-990118,2023-05-11 17:33:51+00:00,confirm order,Iberian Sun Solaridades SA,,,,customers
259,place_o-990131,2023-05-11 18:39:12+00:00,place order,Eastern Oak Insurance Zrt.,,,,customers
260,place_o-990132,2023-05-11 21:33:47+00:00,place order,Celtica Green Farms Oy,,,,customers
261,place_o-990133,2023-05-12 05:23:39+00:00,place order,AlpenTech Innovations AG,,,,customers
262,confirm_o-990133,2023-05-12 08:37:58+00:00,confirm order,AlpenTech Innovations AG,,,,customers
263,confirm_o-990130,2023-05-12 09:24:27+00:00,confirm order,Celtica Green Farms Oy,,,,customers
264,place_o-990134,2023-05-12 09:56:06+00:00,place order,AlpenTech Innovations AG,,,,customers
265,confirm_o-990132,2023-05-12 11:03:43+00:00,confirm order,Celtica Green Farms Oy,,,,customers
