,ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
183,pick_i-880099,2023-04-14 15:28:30+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
184,create_p-660006,2023-04-14 16:52:44+00:00,create package,Detlef Wetzeler,Warehousing,,,employees
185,pick_i-880122,2023-04-14 16:52:44+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
186,pick_i-880121,2023-04-14 17:11:51+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
187,pick_i-880098,2023-04-14 17:15:27+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
188,reorder_i-880105,2023-04-14 19:45:54+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
189,reorder_i-880114,2023-04-17 08:32:33+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
190,pick_i-880090,2023-04-17 08:49:09+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
191,reorder_i-880112,2023-04-17 08:52:27+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
192,pick_i-880119,2023-04-17 09:05:56+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
193,confirm_o-990030,2023-04-17 09:09:39+00:00,confirm order,Mara Nitschke,Sales,,,employees
194,pick_i-880123,2023-04-17 09:20:27+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
195,create_p-660007,2023-04-17 09:58:42+00:00,create package,Nina Graves,Warehousing,,,employees
196,pick_i-880050,2023-04-17 09:58:42+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
197,confirm_o-990027,2023-04-17 10:00:16+00:00,confirm order,Istvan Koren,Sales,,,employees
198,confirm_o-990029,2023-04-17 10:35:32+00:00,confirm order,Wil van der Aalst,Sales,,,employees
199,send_p-660006,2023-04-17 10:38:41+00:00,send package,Majid Rafiei,Shipment,,,employees
200,send_p-660006,2023-04-17 10:38:41+00:00,send package,Benedikt Knopp,Warehousing,,,employees
201,pick_i-880134,2023-04-17 10:48:00+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
202,pick_i-880125,2023-04-17 11:23:46+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
203,pick_i-880132,2023-04-17 11:40:50+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
204,out_of_stock_i-880135,2023-04-17 13:51:22+00:00,item out of stock,Nina Graves,Warehousing,,,employees
205,out_of_stock_i-880102,2023-04-17 14:10:56+00:00,item out of stock,Leah Tacke genannt Unterberg,Warehousing,,,employees
206,pick_i-880059,2023-04-17 15:08:19+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
207,create_p-660008,2023-04-17 15:15:22+00:00,create package,Nina Graves,Warehousing,,,employees
208,pick_i-880133,2023-04-17 15:15:22+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
209,pick_i-880083,2023-04-17 15:59:30+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
210,fail_p-660006_1,2023-04-17 16:13:05+00:00,failed delivery,Majid Rafiei,Shipment,,,employees
211,reorder_i-880135,2023-04-17 16:13:36+00:00,reorder item,Christopher Schwanen,Warehousing,,,employees
212,send_p-660007,2023-04-17 16:21:13+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
213,send_p-660007,2023-04-17 16:21:13+00:00,send package,Detlef Wetzeler,Warehousing,,,employees
214,pick_i-880136,2023-04-17 16:48:24+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
215,out_of_stock_i-880116,2023-04-17 17:45:28+00:00,item out of stock,Mahsa Bafrani,Warehousing,,,employees
216,pick_i-880118,2023-04-17 18:06:18+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
217,confirm_o-990028,2023-04-17 19:14:29+00:00,confirm order,Istvan Koren,Sales,,,employees
218,create_p-660009,2023-04-18 01:00:00+00:00,create package,Mahsa Bafrani,Warehousing,,,employees
219,deliver_p-660007,2023-04-18 09:51:02+00:00,package delivered,Eduardo Goulart Rocha,Shipment,,,employees
220,send_p-660009,2023-04-18 10:44:34+00:00,send package,Majid Rafiei,Shipment,,,employees
221,send_p-660009,2023-04-18 10:44:34+00:00,send package,Mahsa Bafrani,Warehousing,,,employees
222,confirm_o-990033,2023-04-18 11:07:33+00:00,confirm order,Istvan Koren,Sales,,,employees
223,pick_i-880036,2023-04-18 11:24:18+00:00,pick item,Nina Graves,Warehousing,,,employees
224,pick_i-880066,2023-04-18 12:12:20+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
225,pick_i-880018,2023-04-18 14:25:52+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
226,pick_i-880139,2023-04-18 14:27:12+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
227,pick_i-880148,2023-04-18 14:51:54+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
228,pick_i-880143,2023-04-18 14:55:49+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
229,deliver_p-660006,2023-04-18 15:24:23+00:00,package delivered,Majid Rafiei,Shipment,,,employees
230,pick_i-880145,2023-04-18 15:39:04+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
231,reorder_i-880102,2023-04-18 15:39:58+00:00,reorder item,Detlef Wetzeler,Warehousing,,,employees
232,pick_i-880105,2023-04-18 15:59:55+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
233,confirm_o-990031,2023-04-18 16:35:49+00:00,confirm order,Istvan Koren,Sales,,,employees
234,send_p-660008,2023-04-18 16:45:22+00:00,send package,Alessandro Berti,Shipment,,,employees
235,send_p-660008,2023-04-18 16:45:22+00:00,send package,Mahsa Bafrani,Warehousing,,,employees
236,reorder_i-880116,2023-04-18 17:00:28+00:00,reorder item,Benedikt Knopp,Warehousing,,,employees
237,create_p-660010,2023-04-18 17:30:06+00:00,create package,Nina Graves,Warehousing,,,employees
238,pick_i-880147,2023-04-18 17:30:06+00:00,pick item,Detlef Wetzeler,Warehousing,,,employees
239,send_p-660010,2023-04-18 17:30:41+00:00,send package,Gyunam Park,Shipment,,,employees
240,send_p-660010,2023-04-18 17:30:41+00:00,send package,Mahsa Bafrani,Warehousing,,,employees
241,pick_i-880140,2023-04-18 18:16:19+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
242,deliver_p-660008,2023-04-18 21:45:58+00:00,package delivered,Alessandro Berti,Shipment,,,employees
243,pick_i-880128,2023-04-19 08:57:36+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
244,pick_i-880127,2023-04-19 09:33:52+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
245,pick_i-880151,2023-04-19 10:10:10+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
246,deliver_p-660009,2023-04-19 10:22:59+00:00,package delivered,Majid Rafiei,Shipment,,,employees
247,pick_i-880150,2023-04-19 10:29:54+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
248,pick_i-880115,2023-04-19 10:38:33+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
249,pick_i-880120,2023-04-19 10:43:42+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
250,pick_i-880046,2023-04-19 10:57:16+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
251,pick_i-880117,2023-04-19 11:13:30+00:00,pick item,Benedikt Knopp,Warehousing,,,employees
252,create_p-660011,2023-04-19 11:30:18+00:00,create package,Benedikt Knopp,Warehousing,,,employees
253,pick_i-880138,2023-04-19 11:30:18+00:00,pick item,Leah Tacke genannt Unterberg,Warehousing,,,employees
254,pick_i-880155,2023-04-19 11:33:09+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
255,deliver_p-660010,2023-04-19 11:39:16+00:00,package delivered,Gyunam Park,Shipment,,,employees
256,pick_i-880146,2023-04-19 11:55:11+00:00,pick item,Marco Pegoraro,Warehousing,,,employees
257,pick_i-880130,2023-04-19 12:16:15+00:00,pick item,Mahsa Bafrani,Warehousing,,,employees
258,pick_i-880149,2023-04-19 12:42:12+00:00,pick item,Christopher Schwanen,Warehousing,,,employees
259,confirm_o-990035,2023-04-19 13:38:52+00:00,confirm order,Christine von Dobbert,Sales,,,employees
260,confirm_o-990034,2023-04-19 13:54:50+00:00,confirm order,Wil van der Aalst,Sales,,,employees
261,send_p-660011,2023-04-19 13:55:14+00:00,send package,Eduardo Goulart Rocha,Shipment,,,employees
